Origin_Airport,Origin_City,Origin_State,Origin_Country,Destination_Airport,Destination_City,Destination_State,Destination_Country,Airline Name,delay
Los Angeles International,Los Angeles,CA,USA,Bradley International,Windsor Locks,CT,USA,Delta Air Lines Inc.,1280
Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,Shreveport Regional,Shreveport,LA,USA,Atlantic Southeast Airlines,1278
Denver Intl,Denver,CO,USA,Philadelphia Intl,Philadelphia,PA,USA,Frontier Airlines Inc.,1278
Albuquerque International,Albuquerque,NM,USA,Tampa International,Tampa,FL,USA,Southwest Airlines Co.,1276
Gen Edw L Logan Intl,Boston,MA,USA,Trenton-Mercer County,Trenton,NJ,USA,Comair Inc.,1276
Kent County International,Grand Rapids,MI,USA,Memphis International,Memphis,TN,USA,Pinnacle Airlines Inc.,1276
McCarran International,Las Vegas,NV,USA,Los Angeles International,Los Angeles,CA,USA,American Eagle Airlines Inc.,1276
Minneapolis-St Paul Intl,Minneapolis,MN,USA,Buffalo Niagara Intl,Buffalo,NY,USA,Northwest Airlines Inc.,1276
San Francisco International,San Francisco,CA,USA,Rogue Valley International,Medford,OR,USA,United Air Lines Inc.,1276
Theodore F Green State,Providence,RI,USA,Charlotte/Douglas International,Charlotte,NC,USA,Mesa Airlines Inc.,1276
Lambert-St Louis International,St Louis,MO,USA,General Mitchell International,Milwaukee,WI,USA,Skywest Airlines Inc.,1274
William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,James M Cox Dayton Intl,Dayton,OH,USA,Comair Inc.,1274
Austin-Bergstrom International,Austin,TX,USA,George Bush Intercontinental,Houston,TX,USA,Expressjet Airlines Inc.,1273
Denver Intl,Denver,CO,USA,Aspen-Pitkin Co/Sardy,Aspen,CO,USA,Skywest Airlines Inc.,1273
Newport News/Williamsburg International,Newport News,VA,USA,Cincinnati Northern Kentucky Intl,Covington,KY,USA,Atlantic Southeast Airlines,1272
Gen Edw L Logan Intl,Boston,MA,USA,San Jose International,San Jose,CA,USA,American Airlines Inc.,1270
Los Angeles International,Los Angeles,CA,USA,Honolulu International,Honolulu,HI,USA,Northwest Airlines Inc.,1270
Los Angeles International,Los Angeles,CA,USA,McCarran International,Las Vegas,NV,USA,Delta Air Lines Inc.,1270
Orlando International,Orlando,FL,USA,Indianapolis International,Indianapolis,IN,USA,ATA Airlines d/b/a ATA,1270
Asheville Regional,Asheville,NC,USA,Cincinnati Northern Kentucky Intl,Covington,KY,USA,Independence Air,1268
Chicago O'Hare International,Chicago,IL,USA,Marquette County Airport,NA,NA,USA,American Eagle Airlines Inc.,1268
Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,Kansas City International,Kansas City,MO,USA,Skywest Airlines Inc.,1268
Indianapolis International,Indianapolis,IN,USA,Los Angeles International,Los Angeles,CA,USA,ATA Airlines d/b/a ATA,1268
Portland International Jetport,Portland,ME,USA,Minneapolis-St Paul Intl,Minneapolis,MN,USA,Pinnacle Airlines Inc.,1268
Savannah International,Savannah,GA,USA,Detroit Metropolitan-Wayne County,Detroit,MI,USA,Northwest Airlines Inc.,1268
Tyler Pounds,Tyler,TX,USA,George Bush Intercontinental,Houston,TX,USA,Skywest Airlines Inc.,1268
Des Moines International,Des Moines,IA,USA,Memphis International,Memphis,TN,USA,Pinnacle Airlines Inc.,1264
John F Kennedy Intl,New York,NY,USA,Theodore F Green State,Providence,RI,USA,Comair Inc.,1264
Los Angeles International,Los Angeles,CA,USA,Wichita Mid-Continent,Wichita,KS,USA,Skywest Airlines Inc.,1262
Phoenix Sky Harbor International,Phoenix,AZ,USA,Spokane Intl,Spokane,WA,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),1262
Raleigh-Durham International,Raleigh,NC,USA,Lambert-St Louis International,St Louis,MO,USA,American Eagle Airlines Inc.,1262
Sacramento International,Sacramento,CA,USA,Tucson International,Tucson,AZ,USA,Expressjet Airlines Inc.,1262
Tucson International,Tucson,AZ,USA,Chicago O'Hare International,Chicago,IL,USA,United Air Lines Inc.,1262
Washington Dulles International,Chantilly,VA,USA,Stewart,Newburgh,NY,USA,Independence Air,1262
Buffalo Niagara Intl,Buffalo,NY,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Pinnacle Airlines Inc.,1260
General Mitchell International,Milwaukee,WI,USA,Cincinnati Northern Kentucky Intl,Covington,KY,USA,Independence Air,1260
Los Angeles International,Los Angeles,CA,USA,Gen Edw L Logan Intl,Boston,MA,USA,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),1260
Newark Intl,Newark,NJ,USA,Cyril E. King,Charlotte Amalie,VI,USA,Continental Air Lines Inc.,1260
John F Kennedy Intl,New York,NY,USA,Nantucket Memorial,Nantucket,MA,USA,JetBlue Airways,1258
Minneapolis-St Paul Intl,Minneapolis,MN,USA,Miami International,Miami,FL,USA,Northwest Airlines Inc.,1258
Cincinnati Northern Kentucky Intl,Covington,KY,USA,Jacksonville International,Jacksonville,FL,USA,Atlantic Southeast Airlines,1256
Seattle-Tacoma Intl,Seattle,WA,USA,Honolulu International,Honolulu,HI,USA,ATA Airlines d/b/a ATA,1256
Salt Lake City Intl,Salt Lake City,UT,USA,Minneapolis-St Paul Intl,Minneapolis,MN,USA,Pinnacle Airlines Inc.,1254
Seattle-Tacoma Intl,Seattle,WA,USA,McCarran International,Las Vegas,NV,USA,Southwest Airlines Co.,1254
Charlotte/Douglas International,Charlotte,NC,USA,Lehigh Valley International,Allentown,PA,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),1253
Newark Intl,Newark,NJ,USA,Piedmont Triad International,Greensboro,NC,USA,Continental Air Lines Inc.,1252
Palm Beach International,West Palm Beach,FL,USA,Westchester Cty,White Plains,NY,USA,AirTran Airways Corporation,1252
Pittsburgh International,Pittsburgh,PA,USA,Miami International,Miami,FL,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),1252
San Diego International-Lindbergh,San Diego,CA,USA,El Paso International,El Paso,TX,USA,Southwest Airlines Co.,1252
Birmingham International,Birmingham,AL,USA,Salt Lake City Intl,Salt Lake City,UT,USA,Skywest Airlines Inc.,1251
Chicago Midway,Chicago,IL,USA,Washington Dulles International,Chantilly,VA,USA,Mesa Airlines Inc.,1250
Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,Lawton-Ft Sill Regional,Lawton,OK,USA,American Eagle Airlines Inc.,1250
McCarran International,Las Vegas,NV,USA,Los Angeles International,Los Angeles,CA,USA,Expressjet Airlines Inc.,1250
Phoenix Sky Harbor International,Phoenix,AZ,USA,George Bush Intercontinental,Houston,TX,USA,Mesa Airlines Inc.,1250
Phoenix Sky Harbor International,Phoenix,AZ,USA,Kona International At Keahole,Kailua/Kona,HI,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),1250
Salt Lake City Intl,Salt Lake City,UT,USA,San Antonio International,San Antonio,TX,USA,Atlantic Southeast Airlines,1250
Denver Intl,Denver,CO,USA,Ronald Reagan Washington National,Arlington,VA,USA,Frontier Airlines Inc.,1248
Minneapolis-St Paul Intl,Minneapolis,MN,USA,Savannah International,Savannah,GA,USA,Pinnacle Airlines Inc.,1248
Phoenix Sky Harbor International,Phoenix,AZ,USA,Boise Air Terminal,Boise,ID,USA,Mesa Airlines Inc.,1248
Wichita Mid-Continent,Wichita,KS,USA,Lambert-St Louis International,St Louis,MO,USA,Trans World Airways LLC,1248
William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Southwest Georgia Regional,Albany,GA,USA,Comair Inc.,1248
Denver Intl,Denver,CO,USA,Tucson International,Tucson,AZ,USA,Skywest Airlines Inc.,1246
Honolulu International,Honolulu,HI,USA,Salt Lake City Intl,Salt Lake City,UT,USA,Delta Air Lines Inc.,1246
Lambert-St Louis International,St Louis,MO,USA,Birmingham International,Birmingham,AL,USA,Southwest Airlines Co.,1246
Raleigh-Durham International,Raleigh,NC,USA,Jacksonville International,Jacksonville,FL,USA,American Eagle Airlines Inc.,1246
San Francisco International,San Francisco,CA,USA,San Antonio International,San Antonio,TX,USA,United Air Lines Inc.,1246
Tampa International,Tampa,FL,USA,Kansas City International,Kansas City,MO,USA,Southwest Airlines Co.,1246
Chicago O'Hare International,Chicago,IL,USA,Memphis International,Memphis,TN,USA,Independence Air,1244
Minneapolis-St Paul Intl,Minneapolis,MN,USA,Hector International,Fargo,ND,USA,Pinnacle Airlines Inc.,1244
Minneapolis-St Paul Intl,Minneapolis,MN,USA,Ontario International,Ontario,CA,USA,Northwest Airlines Inc.,1244
Montrose Regional,Montrose,CO,USA,Los Angeles International,Los Angeles,CA,USA,Skywest Airlines Inc.,1244
Westchester Cty,White Plains,NY,USA,Southwest Florida International,Ft. Myers,FL,USA,JetBlue Airways,1244
Albuquerque International,Albuquerque,NM,USA,Seattle-Tacoma Intl,Seattle,WA,USA,Southwest Airlines Co.,1243
Chicago O'Hare International,Chicago,IL,USA,City of Colorado Springs Muni,Colorado Springs,CO,USA,United Air Lines Inc.,1242
Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,Eppley Airfield,Omaha,NE,USA,American Airlines Inc.,1242
Los Angeles International,Los Angeles,CA,USA,Kahului,Kahului,HI,USA,Continental Air Lines Inc.,1242
Phoenix Sky Harbor International,Phoenix,AZ,USA,MC Clellan-Palomar Airport,NA,NA,USA,Mesa Airlines Inc.,1242
Wrangell,Wrangell,AK,USA,James C. Johnson Petersburg,Petersburg,AK,USA,Alaska Airlines Inc.,1242
Honolulu International,Honolulu,HI,USA,Hilo International,Hilo,HI,USA,Aloha Airlines Inc.,1240
William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Ronald Reagan Washington National,Arlington,VA,USA,Comair Inc.,1240
William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,John F Kennedy Intl,New York,NY,USA,Atlantic Southeast Airlines,1239
William P Hobby,Houston,TX,USA,Chicago Midway,Chicago,IL,USA,Southwest Airlines Co.,1238
Austin-Bergstrom International,Austin,TX,USA,New Orleans International,New Orleans,LA,USA,Expressjet Airlines Inc.,1237
Chicago O'Hare International,Chicago,IL,USA,Honolulu International,Honolulu,HI,USA,United Air Lines Inc.,1236
Louisville International-Standiford,Louisville,KY,USA,McCarran International,Las Vegas,NV,USA,Southwest Airlines Co.,1236
Spokane Intl,Spokane,WA,USA,McCarran International,Las Vegas,NV,USA,Southwest Airlines Co.,1236
Tucson International,Tucson,AZ,USA,Denver Intl,Denver,CO,USA,Frontier Airlines Inc.,1236
Albuquerque International,Albuquerque,NM,USA,William P Hobby,Houston,TX,USA,Southwest Airlines Co.,1235
Wilkes-Barre/Scranton Intl,Wilkes-Barre/Scranton,PA,USA,John F Kennedy Intl,New York,NY,USA,Comair Inc.,1235
Burlington International,Burlington,VT,USA,Baltimore-Washington International,Baltimore,MD,USA,AirTran Airways Corporation,1233
Orlando International,Orlando,FL,USA,Bradley International,Windsor Locks,CT,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),1233
Chicago O'Hare International,Chicago,IL,USA,Capital,Springfield,IL,USA,Mesa Airlines Inc.,1232
Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,Los Angeles International,Los Angeles,CA,USA,United Air Lines Inc.,1232
Lambert-St Louis International,St Louis,MO,USA,Salt Lake City Intl,Salt Lake City,UT,USA,Southwest Airlines Co.,1232
Washington Dulles International,Chantilly,VA,USA,James M Cox Dayton Intl,Dayton,OH,USA,Independence Air,1232
"Baton Rouge Metropolitan, Ryan",Baton Rouge,LA,USA,LaGuardia,New York,NY,USA,Comair Inc.,1230
Chicago O'Hare International,Chicago,IL,USA,Lovell,Chattanooga,TN,USA,American Eagle Airlines Inc.,1230
Detroit Metropolitan-Wayne County,Detroit,MI,USA,John F Kennedy Intl,New York,NY,USA,Trans World Airways LLC,1230
Gen Edw L Logan Intl,Boston,MA,USA,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),1230
San Diego International-Lindbergh,San Diego,CA,USA,Charlotte/Douglas International,Charlotte,NC,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),1230
Orlando International,Orlando,FL,USA,Pittsburgh International,Pittsburgh,PA,USA,AirTran Airways Corporation,1228
Pensacola Regional,Pensacola,FL,USA,Tampa International,Tampa,FL,USA,Atlantic Southeast Airlines,1228
John Wayne /Orange Co,Santa Ana,CA,USA,Kona International At Keahole,Kailua/Kona,HI,USA,Aloha Airlines Inc.,1226
Orlando International,Orlando,FL,USA,Stewart,Newburgh,NY,USA,AirTran Airways Corporation,1226
Charlotte/Douglas International,Charlotte,NC,USA,Charleston AFB/International,Charleston,SC,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),1225
Gen Edw L Logan Intl,Boston,MA,USA,Port Columbus Intl,Columbus,OH,USA,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),1225
Denver Intl,Denver,CO,USA,Durango-La Plata County,Durango,CO,USA,Skywest Airlines Inc.,1224
Golden Triangle Regional,Columbus-Starkville-West Point,MS,USA,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,Atlantic Southeast Airlines,1224
Lawton-Ft Sill Regional,Lawton,OK,USA,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,American Eagle Airlines Inc.,1224
Phoenix Sky Harbor International,Phoenix,AZ,USA,San Antonio International,San Antonio,TX,USA,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),1224
Ronald Reagan Washington National,Arlington,VA,USA,"Baton Rouge Metropolitan, Ryan",Baton Rouge,LA,USA,Comair Inc.,1224
William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Minneapolis-St Paul Intl,Minneapolis,MN,USA,Comair Inc.,1224
Los Angeles International,Los Angeles,CA,USA,Reno/Tahoe International,Reno,NV,USA,American Airlines Inc.,1222
McCarran International,Las Vegas,NV,USA,Adams,Little Rock,AR,USA,Southwest Airlines Co.,1222
Phoenix Sky Harbor International,Phoenix,AZ,USA,Memphis International,Memphis,TN,USA,Mesa Airlines Inc.,1222
William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Portland Intl,Portland,OR,USA,Delta Air Lines Inc.,1222
Louisville International-Standiford,Louisville,KY,USA,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,Atlantic Southeast Airlines,1218
Mbs International,Saginaw,MI,USA,Minneapolis-St Paul Intl,Minneapolis,MN,USA,Northwest Airlines Inc.,1218
Ontario International,Ontario,CA,USA,Tulsa International,Tulsa,OK,USA,Expressjet Airlines Inc.,1218
Piedmont Triad International,Greensboro,NC,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Skywest Airlines Inc.,1218
Chicago Midway,Chicago,IL,USA,Southwest Florida International,Ft. Myers,FL,USA,AirTran Airways Corporation,1216
Chicago O'Hare International,Chicago,IL,USA,Theodore F Green State,Providence,RI,USA,American Airlines Inc.,1216
General Mitchell International,Milwaukee,WI,USA,Gen Edw L Logan Intl,Boston,MA,USA,AirTran Airways Corporation,1216
McCarran International,Las Vegas,NV,USA,Santa Barbara Municipal,Santa Barbara,CA,USA,Mesa Airlines Inc.,1216
Orlando International,Orlando,FL,USA,Chicago Midway,Chicago,IL,USA,AirTran Airways Corporation,1216
Savannah International,Savannah,GA,USA,Detroit Metropolitan-Wayne County,Detroit,MI,USA,Pinnacle Airlines Inc.,1216
Tampa International,Tampa,FL,USA,Indianapolis International,Indianapolis,IN,USA,Southwest Airlines Co.,1216
Tampa International,Tampa,FL,USA,Lambert-St Louis International,St Louis,MO,USA,Trans World Airways LLC,1216
Charlotte/Douglas International,Charlotte,NC,USA,Washington Dulles International,Chantilly,VA,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),1215
Cincinnati Northern Kentucky Intl,Covington,KY,USA,Greenville-Spartanburg,Greer,SC,USA,Atlantic Southeast Airlines,1214
Los Angeles International,Los Angeles,CA,USA,Reno/Tahoe International,Reno,NV,USA,Skywest Airlines Inc.,1212
Mahlon Sweet,Eugene,OR,USA,Los Angeles International,Los Angeles,CA,USA,Expressjet Airlines Inc.,1212
San Antonio International,San Antonio,TX,USA,Charlotte/Douglas International,Charlotte,NC,USA,Mesa Airlines Inc.,1212
William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Manchester,Manchester,NH,USA,Comair Inc.,1212
Mahlon Sweet,Eugene,OR,USA,McCarran International,Las Vegas,NV,USA,Mesa Airlines Inc.,1210
Unalaska,Unalaska,AK,USA,Ted Stevens Anchorage International,Anchorage,AK,USA,Alaska Airlines Inc.,1210
Washington Dulles International,Chantilly,VA,USA,McCarran International,Las Vegas,NV,USA,United Air Lines Inc.,1210
Cleveland-Hopkins Intl,Cleveland,OH,USA,Detroit Metropolitan-Wayne County,Detroit,MI,USA,Expressjet Airlines Inc.,1208
Hector International,Fargo,ND,USA,Minneapolis-St Paul Intl,Minneapolis,MN,USA,Pinnacle Airlines Inc.,1208
McNary Fld,Salem,OR,USA,Salt Lake City Intl,Salt Lake City,UT,USA,Skywest Airlines Inc.,1208
Tampa International,Tampa,FL,USA,General Mitchell International,Milwaukee,WI,USA,AirTran Airways Corporation,1208
McGhee-Tyson,Knoxville,TN,USA,Cincinnati Northern Kentucky Intl,Covington,KY,USA,Independence Air,1206
Memphis International,Memphis,TN,USA,Phoenix Sky Harbor International,Phoenix,AZ,USA,Northwest Airlines Inc.,1206
Seattle-Tacoma Intl,Seattle,WA,USA,Gen Edw L Logan Intl,Boston,MA,USA,American Airlines Inc.,1206
San Diego International-Lindbergh,San Diego,CA,USA,Pittsburgh International,Pittsburgh,PA,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),1204
Honolulu International,Honolulu,HI,USA,San Francisco International,San Francisco,CA,USA,American Airlines Inc.,1202
Orlando International,Orlando,FL,USA,Chicago Midway,Chicago,IL,USA,ATA Airlines d/b/a ATA,1202
Orlando International,Orlando,FL,USA,James M Cox Dayton Intl,Dayton,OH,USA,AirTran Airways Corporation,1202
William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Albuquerque International,Albuquerque,NM,USA,Delta Air Lines Inc.,1201
William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Alexandria International,Alexandria,LA,USA,Atlantic Southeast Airlines,1201
LaGuardia,New York,NY,USA,Norfolk International,Norfolk,VA,USA,American Eagle Airlines Inc.,1198
Newark Intl,Newark,NJ,USA,Philadelphia Intl,Philadelphia,PA,USA,Expressjet Airlines Inc.,1198
Pittsburgh International,Pittsburgh,PA,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),1198
Stewart,Newburgh,NY,USA,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,JetBlue Airways,1198
General Mitchell International,Milwaukee,WI,USA,Los Angeles International,Los Angeles,CA,USA,AirTran Airways Corporation,1196
Raleigh-Durham International,Raleigh,NC,USA,New Orleans International,New Orleans,LA,USA,Expressjet Airlines Inc.,1196
Savannah International,Savannah,GA,USA,Memphis International,Memphis,TN,USA,Pinnacle Airlines Inc.,1196
Will Rogers World,Oklahoma City,OK,USA,Sacramento International,Sacramento,CA,USA,Expressjet Airlines Inc.,1196
Los Angeles International,Los Angeles,CA,USA,Luis Munoz Marin International,San Juan,PR,USA,American Airlines Inc.,1194
Baltimore-Washington International,Baltimore,MD,USA,Will Rogers World,Oklahoma City,OK,USA,Southwest Airlines Co.,1192
Gen Edw L Logan Intl,Boston,MA,USA,Baltimore-Washington International,Baltimore,MD,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),1192
Pittsburgh International,Pittsburgh,PA,USA,George Bush Intercontinental,Houston,TX,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),1192
Kansas City International,Kansas City,MO,USA,Memphis International,Memphis,TN,USA,Pinnacle Airlines Inc.,1190
Luis Munoz Marin International,San Juan,PR,USA,Orlando International,Orlando,FL,USA,ATA Airlines d/b/a ATA,1190
McCarran International,Las Vegas,NV,USA,Manchester,Manchester,NH,USA,Southwest Airlines Co.,1190
Metropolitan Oakland International,Oakland,CA,USA,Phoenix Sky Harbor International,Phoenix,AZ,USA,Mesa Airlines Inc.,1190
San Jose International,San Jose,CA,USA,Los Angeles International,Los Angeles,CA,USA,United Air Lines Inc.,1190
Lambert-St Louis International,St Louis,MO,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Skywest Airlines Inc.,1188
Los Angeles International,Los Angeles,CA,USA,Mahlon Sweet,Eugene,OR,USA,Expressjet Airlines Inc.,1188
Memphis International,Memphis,TN,USA,Orlando International,Orlando,FL,USA,Frontier Airlines Inc.,1188
Wilkes-Barre/Scranton Intl,Wilkes-Barre/Scranton,PA,USA,Buffalo Niagara Intl,Buffalo,NY,USA,Comair Inc.,1188
Dallas Love,Dallas,TX,USA,Los Angeles International,Los Angeles,CA,USA,American Airlines Inc.,1186
Gen Edw L Logan Intl,Boston,MA,USA,Burlington International,Burlington,VT,USA,Independence Air,1186
Tallahassee Regional,Tallahassee,FL,USA,Memphis International,Memphis,TN,USA,Pinnacle Airlines Inc.,1186
Boise Air Terminal,Boise,ID,USA,Metropolitan Oakland International,Oakland,CA,USA,Southwest Airlines Co.,1184
Chicago O'Hare International,Chicago,IL,USA,Honolulu International,Honolulu,HI,USA,American Airlines Inc.,1184
Detroit Metropolitan-Wayne County,Detroit,MI,USA,Outagamie County Regional,Appleton,WI,USA,Pinnacle Airlines Inc.,1184
Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,Chicago Midway,Chicago,IL,USA,ATA Airlines d/b/a ATA,1184
Albuquerque International,Albuquerque,NM,USA,Salt Lake City Intl,Salt Lake City,UT,USA,Southwest Airlines Co.,1183
Nashville International,Nashville,TN,USA,Denver Intl,Denver,CO,USA,Mesa Airlines Inc.,1183
Newark Intl,Newark,NJ,USA,McCarran International,Las Vegas,NV,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),1183
Detroit Metropolitan-Wayne County,Detroit,MI,USA,John Wayne /Orange Co,Santa Ana,CA,USA,Northwest Airlines Inc.,1182
George Bush Intercontinental,Houston,TX,USA,Nashville International,Nashville,TN,USA,Continental Air Lines Inc.,1182
Akron-Canton Regional,Akron,OH,USA,Southwest Florida International,Ft. Myers,FL,USA,AirTran Airways Corporation,1181
George Bush Intercontinental,Houston,TX,USA,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,Skywest Airlines Inc.,1180
Lambert-St Louis International,St Louis,MO,USA,Denver Intl,Denver,CO,USA,Skywest Airlines Inc.,1180
Salt Lake City Intl,Salt Lake City,UT,USA,Helena Regional,Helena,MT,USA,Comair Inc.,1180
Philadelphia Intl,Philadelphia,PA,USA,Piedmont Triad International,Greensboro,NC,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),1178
San Antonio International,San Antonio,TX,USA,San Francisco International,San Francisco,CA,USA,United Air Lines Inc.,1178
Chicago O'Hare International,Chicago,IL,USA,Indianapolis International,Indianapolis,IN,USA,Skywest Airlines Inc.,1176
Harrisburg Intl,Harrisburg,PA,USA,Philadelphia Intl,Philadelphia,PA,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),1176
San Antonio International,San Antonio,TX,USA,Lambert-St Louis International,St Louis,MO,USA,American Airlines Inc.,1176
Tallahassee Regional,Tallahassee,FL,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,AirTran Airways Corporation,1176
Will Rogers World,Oklahoma City,OK,USA,Baltimore-Washington International,Baltimore,MD,USA,Southwest Airlines Co.,1176
Birmingham International,Birmingham,AL,USA,Phoenix Sky Harbor International,Phoenix,AZ,USA,Southwest Airlines Co.,1174
Bishop,Flint,MI,USA,Detroit Metropolitan-Wayne County,Detroit,MI,USA,Pinnacle Airlines Inc.,1174
Charlotte/Douglas International,Charlotte,NC,USA,George Bush Intercontinental,Houston,TX,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),1174
George Bush Intercontinental,Houston,TX,USA,Boise Air Terminal,Boise,ID,USA,Expressjet Airlines Inc.,1174
McCarran International,Las Vegas,NV,USA,Washington Dulles International,Chantilly,VA,USA,Southwest Airlines Co.,1174
Baltimore-Washington International,Baltimore,MD,USA,Indianapolis International,Indianapolis,IN,USA,Southwest Airlines Co.,1172
Honolulu International,Honolulu,HI,USA,San Francisco International,San Francisco,CA,USA,Northwest Airlines Inc.,1172
Miami International,Miami,FL,USA,Pittsburgh International,Pittsburgh,PA,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),1172
Raleigh-Durham International,Raleigh,NC,USA,Washington Dulles International,Chantilly,VA,USA,Independence Air,1172
Southwest Florida International,Ft. Myers,FL,USA,Orlando International,Orlando,FL,USA,Comair Inc.,1172
Ontario International,Ontario,CA,USA,Kansas City International,Kansas City,MO,USA,Expressjet Airlines Inc.,1170
Ronald Reagan Washington National,Arlington,VA,USA,Kansas City International,Kansas City,MO,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),1169
Louisville International-Standiford,Louisville,KY,USA,Orlando International,Orlando,FL,USA,Southwest Airlines Co.,1168
Orlando International,Orlando,FL,USA,Washington Dulles International,Chantilly,VA,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),1168
Will Rogers World,Oklahoma City,OK,USA,Albuquerque International,Albuquerque,NM,USA,Expressjet Airlines Inc.,1168
Minneapolis-St Paul Intl,Minneapolis,MN,USA,Miami International,Miami,FL,USA,American Airlines Inc.,1166
Chicago Midway,Chicago,IL,USA,Seattle-Tacoma Intl,Seattle,WA,USA,ATA Airlines d/b/a ATA,1164
Orlando International,Orlando,FL,USA,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,AirTran Airways Corporation,1164
Southwest Florida International,Ft. Myers,FL,USA,Bradley International,Windsor Locks,CT,USA,Delta Air Lines Inc.,1164
Washington Dulles International,Chantilly,VA,USA,San Jose International,San Jose,CA,USA,United Air Lines Inc.,1164
City of Colorado Springs Muni,Colorado Springs,CO,USA,Phoenix Sky Harbor International,Phoenix,AZ,USA,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),1162
Denver Intl,Denver,CO,USA,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,Atlantic Southeast Airlines,1162
Denver Intl,Denver,CO,USA,McCarran International,Las Vegas,NV,USA,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),1162
Minneapolis-St Paul Intl,Minneapolis,MN,USA,Lambert-St Louis International,St Louis,MO,USA,American Airlines Inc.,1162
Tampa International,Tampa,FL,USA,Luis Munoz Marin International,San Juan,PR,USA,American Airlines Inc.,1162
Charleston AFB/International,Charleston,SC,USA,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,Atlantic Southeast Airlines,1160
John F Kennedy Intl,New York,NY,USA,Indianapolis International,Indianapolis,IN,USA,Comair Inc.,1160
Kahului,Kahului,HI,USA,Lambert-St Louis International,St Louis,MO,USA,Trans World Airways LLC,1160
Newport News/Williamsburg International,Newport News,VA,USA,Cincinnati Northern Kentucky Intl,Covington,KY,USA,Comair Inc.,1160
Austin-Bergstrom International,Austin,TX,USA,Lambert-St Louis International,St Louis,MO,USA,American Airlines Inc.,1158
Central Illinois Regional,Bloomington,IL,USA,McCarran International,Las Vegas,NV,USA,AirTran Airways Corporation,1158
Chicago Midway,Chicago,IL,USA,Pittsburgh International,Pittsburgh,PA,USA,Southwest Airlines Co.,1158
